t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,severity
0.0442,0.054,0.0237,0.0366,0.0084,0.0016,0.0111,0.0587,0.0054,0.0227,0.0085,0.0069,0.0006,0.0438,0.0326,0.0586,0.0066,0.0263,0.0132,0.0357,0.0235,0.0194,0.0985,0.0965,0.0823,0.1835,0.4245,0.7805,1.3403,2.0416,2.8095,3.4005,3.6102,3.4241,3.0793,2.3512,1.6715,1.0954,0.7609,0.5614,0.4068,0.3453,0.254,0.1883,0.1634,0.0868,0.0778,0.0573,0.0363,0.0305,44.02
0.0239,0.0244,0.0052,0.0128,0.035,0.0108,0.0224,0.0041,0.0314,0.0484,0.0036,0.0213,0.0417,0.0387,0.0112,0.0578,0.0175,0.0434,0.0041,0.0372,0.0263,0.1016,0.2807,0.8259,2.0009,3.7138,5.3831,6.1537,5.4897,4.1678,2.6826,1.7974,1.3901,1.2881,1.1623,0.8776,0.581,0.3311,0.1536,0.0857,0.0647,0.0211,0.0234,0.0157,0.0468,0.0371,0.0161,0.0199,0.0418,0.0056,68.28
0.0238,0.0202,0.0303,0.0434,0.0349,0.0328,0.0165,0.0049,0.0068,0.0059,0.0202,0.0117,0.0235,0.0139,0.038,0.0082,0.0174,0.0353,0.0165,0.0332,0.0941,0.2697,0.6126,1.2194,2.2468,3.6037,5.1077,6.3037,6.8298,6.5982,5.9162,4.5678,3.2614,2.2355,1.5741,1.1596,0.8274,0.642,0.4663,0.338,0.2264,0.1775,0.1615,0.0701,0.0461,0.0395,0.0809,0.0361,0.0493,0.0371,83.29
0.0154,0.0319,0.0028,0.0215,0.0298,0.0091,0.0173,0.0268,0.0084,0.0414,0.2037,0.4909,1.1763,2.2146,3.191,3.6873,3.282,2.512,1.5828,1.023,0.7641,0.6318,0.5639,0.4959,0.3818,0.2566,0.16,0.1124,0.0362,0.0447,0.0624,0.0113,0.007,0.0031,0.0231,0.0236,0.0137,0.0052,0.0101,0.0449,0.0029,0.031,0.0336,0.0006,0.0557,0.0392,0.0243,0.0093,0.0547,0.013,41.84
0.0323,0.0116,0.022,0.032,0.02,0.0263,0.0146,0.0395,0.0741,0.2815,0.6636,1.4223,2.4772,3.4423,3.8643,3.4593,2.7133,1.6624,0.9615,0.6251,0.5022,0.5475,0.5506,0.5089,0.4368,0.3171,0.224,0.1663,0.0612,0.06,0.018,0.0251,0.0263,0.008,0.012,0.0246,0.009,0.0177,0.0297,0.0489,0.0097,0.0047,0.0359,0.0039,0.0047,0.0158,0.0025,0.0265,0.0605,0.0249,44.43
0.0301,0.0073,0.0386,0.0018,0.0005,0.0216,0.0611,0.1068,0.2427,0.6915,1.6872,3.3972,5.6208,7.6048,8.5587,7.9338,6.5937,4.5782,2.9688,2.003,1.4568,1.164,0.8802,0.6302,0.4595,0.3488,0.1976,0.1178,0.1341,0.0445,0.0259,0.0173,0.0465,0.0862,0.0261,0.0078,0.0144,0.0251,0.0391,0.0506,0.0246,0.0768,0.0182,0.0258,0.0447,0.0042,0.0417,0.0098,0.0079,0.0196,96.02
0.0062,0.0319,0.0191,0.0583,0.0027,0.0156,0.0027,0.0328,0.0411,0.021,0.0099,0.0214,0.0066,0.0643,0.0242,0.0418,0.0537,0.0429,0.0205,0.0294,0.0621,0.0112,0.027,0.0367,0.0174,0.0235,0.043,0.0354,0.1795,0.5026,1.4023,3.1927,5.7514,8.1931,9.213,8.1633,6.0536,3.4601,1.6328,0.6509,0.2587,0.1585,0.1101,0.0676,0.0844,0.0667,0.0627,0.0478,0.0562,0.0155,91.91
0.0219,0.0243,0.0137,0.0111,0.0048,0.0578,0.0709,0.039,0.0247,0.0557,0.0411,0.047,0.0195,0.0483,0.0326,0.0135,0.0724,0.0287,0.12,0.6571,2.3351,5.9021,10.3706,12.5284,10.3686,6.1994,2.5362,0.8157,0.291,0.1709,0.1015,0.0929,0.0508,0.0421,0.0433,0.0771,0.0504,0.037,0.0237,0.0342,0.016,0.007,0.0453,0.0769,0.04,0.006,0.0056,0.0014,0.0333,0.0281,100.0
0.0284,0.0048,0.0074,0.0042,0.0286,0.0047,0.0264,0.0048,0.0402,0.0078,0.0097,0.0245,0.0421,0.0516,0.0317,0.0264,0.0224,0.0271,0.0303,0.0149,0.0567,0.0058,0.0033,0.0156,0.0536,0.017,0.0432,0.1414,0.4583,1.0597,2.1853,3.6529,5.0071,5.5109,4.9587,3.7527,2.3279,1.1665,0.4747,0.2212,0.0786,0.043,0.0576,0.0247,0.0122,0.0285,0.0251,0.0291,0.0311,0.0054,56.16
0.0481,0.0578,0.0136,0.0416,0.0101,0.0145,0.0352,0.0236,0.0163,0.0034,0.0203,0.0072,0.0264,0.0026,0.0029,0.0262,0.0343,0.0314,0.0128,0.0056,0.0491,0.0556,0.0799,0.173,0.4026,0.6921,1.2432,1.884,2.5782,3.0753,3.288,3.1244,2.7381,2.0486,1.4569,0.9001,0.5664,0.3467,0.269,0.2108,0.1326,0.1011,0.0753,0.0477,0.0429,0.0665,0.0112,0.0131,0.0224,0.0338,39.3
0.0191,0.0158,0.0463,0.0272,0.0121,0.0297,0.0386,0.0192,0.0244,0.0375,0.043,0.0331,0.004,0.018,0.004,0.0324,0.0234,0.0132,0.0191,0.0054,0.0091,0.007,0.0023,0.0339,0.0565,0.1746,0.4043,0.8294,1.4225,1.9393,2.1794,1.938,1.5543,0.9269,0.4648,0.2122,0.0882,0.1007,0.0357,0.0128,0.0329,0.0203,0.0319,0.0298,0.0397,0.0147,0.0377,0.0191,0.009,0.0504,26.72
0.0103,0.0003,0.0105,0.0247,0.0657,0.0536,0.0341,0.0337,0.025,0.0014,0.0221,0.0007,0.013,0.0455,0.0133,0.0586,0.1402,0.3137,0.6814,1.2871,2.0403,2.6687,2.8878,2.6785,2.182,1.4421,0.8561,0.4949,0.3198,0.268,0.2281,0.205,0.1851,0.1502,0.1366,0.0857,0.062,0.0468,0.0525,0.0163,0.0424,0.0165,0.0261,0.0253,0.0105,0.0217,0.0112,0.0107,0.0156,0.0149,30.65
0.0154,0.0111,0.0128,0.0083,0.0229,0.029,0.0298,0.0236,0.016,0.0263,0.0141,0.009,0.0168,0.0506,0.0611,0.152,0.4736,1.1841,2.5849,4.4373,6.2325,6.9832,6.3246,4.8503,3.0682,1.8966,1.3947,1.1827,1.121,1.0111,0.8609,0.6312,0.4184,0.256,0.2027,0.112,0.0461,0.0175,0.0243,0.0299,0.0162,0.0253,0.0557,0.0091,0.0617,0.0067,0.0082,0.0422,0.0095,0.0044,76.87
0.0198,0.0148,0.0134,0.0147,0.0132,0.0461,0.0063,0.0294,0.0374,0.0052,0.0189,0.0121,0.0497,0.0495,0.023,0.0143,0.0158,0.0333,0.0226,0.0057,0.0095,0.0033,0.0051,0.0602,0.0169,0.0441,0.1459,0.4591,1.323,2.9432,4.7273,5.5813,4.7381,3.2357,1.5671,0.6439,0.2453,0.1777,0.0864,0.0848,0.1033,0.0386,0.0673,0.0225,0.0334,0.0196,0.0682,0.0433,0.014,0.0301,55.13
0.0223,0.0095,0.0068,0.0195,0.0095,0.0512,0.027,0.0573,0.036,0.0411,0.0096,0.0384,0.0553,0.1592,0.5905,1.7029,3.709,6.0179,7.0339,6.2117,4.5631,2.6671,1.5737,1.0788,0.6872,0.4292,0.2853,0.1421,0.0923,0.0731,0.0635,0.0885,0.0233,0.0817,0.016,0.0359,0.0165,0.0345,0.064,0.0082,0.0873,0.0088,0.0304,0.0198,0.0498,0.0322,0.0449,0.0022,0.0381,0.0142,71.05
0.0101,0.0057,0.0713,0.0096,0.0042,0.002,0.0411,0.0106,0.0613,0.3386,1.2507,3.5347,7.5289,11.8976,13.9097,12.0836,8.4737,5.0172,3.5364,3.3891,3.4201,3.035,2.1913,1.2767,0.6139,0.2979,0.1193,0.1033,0.0702,0.0254,0.0143,0.0205,0.0535,0.012,0.0559,0.0071,0.0229,0.0286,0.0271,0.0087,0.0155,0.0162,0.0389,0.0369,0.0281,0.0009,0.0117,0.0347,0.0184,0.0278,100.0
0.0578,0.0294,0.0417,0.0216,0.0229,0.0343,0.0071,0.0541,0.0371,0.17,0.7209,2.4663,6.0287,10.3206,12.447,10.7581,7.372,4.6376,3.7258,3.5628,3.014,2.1269,1.1683,0.529,0.2008,0.0779,0.0653,0.0555,0.017,0.014,0.0385,0.0379,0.0133,0.0179,0.0205,0.0228,0.0169,0.0051,0.0056,0.017,0.0247,0.0027,0.0343,0.0203,0.0541,0.0425,0.0357,0.0076,0.0051,0.0343,100.0
0.0011,0.0261,0.0111,0.0176,0.0173,0.0277,0.0788,0.0028,0.0205,0.0212,0.0015,0.0326,0.0145,0.0256,0.0473,0.0148,0.0083,0.0033,0.0273,0.0066,0.0687,0.0546,0.0856,0.2367,0.5235,1.1093,1.9824,3.0066,3.8468,4.1932,3.9114,3.2577,2.3243,1.5776,1.062,0.7895,0.6871,0.5958,0.5361,0.402,0.2815,0.1987,0.1506,0.0866,0.0729,0.0457,0.0114,0.0787,0.0237,0.0273,52.29
0.0317,0.0116,0.0336,0.0531,0.0051,0.0241,0.0727,0.1189,0.3567,0.7719,1.6436,3.076,4.8484,6.8449,8.531,9.336,9.0923,8.1275,6.512,4.9168,3.6698,2.8136,2.1659,1.6947,1.3401,0.9728,0.6982,0.4808,0.2855,0.1705,0.1313,0.0521,0.046,0.029,0.0686,0.0419,0.0412,0.0364,0.035,0.0027,0.0033,0.0369,0.0525,0.0146,0.0102,0.0076,0.0402,0.0523,0.0002,0.0136,100.0
0.032,0.0067,0.0228,0.0134,0.0095,0.0301,0.0079,0.0025,0.0275,0.0045,0.0089,0.0069,0.0276,0.0434,0.0342,0.0364,0.0241,0.0554,0.0296,0.0209,0.011,0.061,0.0633,0.1877,0.8092,2.5812,5.9668,9.8875,11.6887,10.0144,6.9056,3.8032,2.4782,2.4345,2.819,2.9303,2.6814,2.1471,1.4817,0.8744,0.4459,0.2374,0.0952,0.0437,0.0485,0.0362,0.0197,0.0242,0.0128,0.0064,100.0
0.0044,0.0051,0.0377,0.0322,0.0355,0.0296,0.0357,0.0045,0.0153,0.0148,0.0255,0.0115,0.0225,0.015,0.0299,0.043,0.0533,0.1385,0.2756,0.7852,1.8552,3.6189,5.8926,7.9814,8.9339,8.4989,7.202,5.1653,3.4536,2.3138,1.5701,1.1083,0.7224,0.5041,0.2625,0.2003,0.1101,0.0578,0.0449,0.0237,0.0353,0.0447,0.048,0.0216,0.0678,0.0115,0.0342,0.0269,0.0215,0.0136,100.0
0.0134,0.0345,0.0161,0.0736,0.0335,0.0014,0.0075,0.0119,0.0445,0.1267,0.426,1.2132,3.0995,5.9991,8.9652,10.3054,9.2256,7.0774,4.5714,3.3579,3.2777,3.584,3.7252,3.4455,2.7678,1.9433,1.242,0.6912,0.3219,0.1503,0.0916,0.0471,0.0351,0.0331,0.0356,0.0256,0.011,0.0307,0.0047,0.0423,0.005,0.0046,0.0115,0.0151,0.0109,0.0113,0.0321,0.0245,0.0205,0.0144,100.0
0.004,0.0207,0.0114,0.0087,0.0311,0.0246,0.044,0.0042,0.0259,0.0149,0.0038,0.0314,0.0285,0.0049,0.0524,0.115,0.2326,0.5079,1.1551,2.3584,4.053,6.0139,7.6502,8.3702,7.9161,6.7235,4.9413,3.4182,2.3269,1.7379,1.3271,1.0708,0.8665,0.6706,0.4839,0.3217,0.1832,0.1923,0.059,0.029,0.0306,0.035,0.0079,0.0364,0.0367,0.0236,0.0353,0.0007,0.0381,0.0399,98.7
0.0001,0.014,0.0099,0.0115,0.0131,0.0367,0.0766,0.0118,0.0144,0.012,0.0043,0.0212,0.0295,0.1135,0.5036,1.5454,3.6369,6.1364,7.2087,6.1079,4.0763,2.0353,1.1049,0.9664,1.1191,1.3337,1.3808,1.2944,1.0423,0.7724,0.4824,0.2985,0.1765,0.086,0.0708,0.0225,0.022,0.0208,0.0605,0.0398,0.006,0.0125,0.0313,0.0161,0.0131,0.0121,0.004,0.0621,0.0396,0.0625,78.05
0.0269,0.0452,0.0567,0.0051,0.0066,0.0024,0.0502,0.0087,0.0514,0.0051,0.0312,0.0149,0.02,0.002,0.0381,0.0311,0.0222,0.0039,0.0255,0.0129,0.0513,0.1226,0.2855,0.5586,0.9662,1.4762,1.8958,2.0769,1.9195,1.6118,1.0666,0.6148,0.3221,0.1695,0.0734,0.0587,0.0363,0.0414,0.0626,0.0219,0.041,0.0121,0.0138,0.0371,0.0303,0.016,0.0061,0.0289,0.0296,0.0037,23.38
0.008,0.041,0.032,0.0208,0.0324,0.0082,0.0067,0.0426,0.0072,0.0376,0.0171,0.0148,0.0147,0.0483,0.0116,0.0971,0.1169,0.2217,0.6079,1.3193,2.5636,4.4559,6.4761,8.275,9.1502,8.8023,7.8731,6.0375,4.3602,3.0336,2.149,1.5435,1.1353,0.8133,0.571,0.3737,0.2523,0.1398,0.1565,0.057,0.0714,0.017,0.012,0.0094,0.0072,0.0158,0.0473,0.0051,0.0329,0.0562,100.0
0.0039,0.015,0.0448,0.0146,0.0208,0.0247,0.0099,0.0291,0.0387,0.0158,0.0286,0.0185,0.0311,0.0255,0.0103,0.0662,0.0053,0.0976,0.0348,0.1146,0.3493,0.8976,2.0427,3.8343,6.0881,8.0433,8.9668,8.3932,7.2063,5.0385,3.252,2.0498,1.4001,0.9307,0.6987,0.4643,0.3092,0.2288,0.1188,0.0676,0.0459,0.0174,0.0109,0.0349,0.0766,0.0648,0.0315,0.0071,0.0061,0.0279,100.0
0.0046,0.079,0.025,0.0223,0.0197,0.0286,0.0477,0.0054,0.0928,0.0522,0.1023,0.1657,0.2831,0.5312,0.9579,1.396,1.8691,2.2557,2.3918,2.2949,1.9856,1.4989,1.0474,0.702,0.4389,0.2902,0.1883,0.1486,0.1136,0.0963,0.0852,0.0528,0.0311,0.0304,0.0396,0.0231,0.0081,0.0045,0.023,0.0131,0.0225,0.0113,0.0032,0.0286,0.0227,0.0278,0.0006,0.0016,0.0062,0.0117,28.31
0.0485,0.0421,0.0148,0.0038,0.004,0.0329,0.058,0.0048,0.0047,0.0337,0.0433,0.0532,0.0241,0.0651,0.0494,0.1024,0.3578,1.0452,2.1959,3.4539,4.1028,3.6116,2.6454,1.539,0.9206,0.6194,0.4054,0.2836,0.1937,0.1437,0.0546,0.0295,0.0285,0.047,0.0141,0.029,0.0154,0.0104,0.0308,0.0126,0.0306,0.0311,0.0056,0.0281,0.0498,0.0538,0.0012,0.015,0.0091,0.0305,44.17
0.0296,0.0304,0.0094,0.0297,0.0043,0.0473,0.0314,0.0207,0.0105,0.0035,0.032,0.0361,0.0124,0.0157,0.0107,0.0232,0.0444,0.0002,0.0262,0.0562,0.0054,0.0534,0.0875,0.3032,0.6745,1.469,2.8162,4.4497,5.896,6.4691,5.9101,4.6944,2.9578,1.5999,0.7244,0.3304,0.1404,0.0963,0.0705,0.087,0.0305,0.0572,0.0164,0.0294,0.0458,0.0446,0.0197,0.0273,0.0036,0.0399,70.02
0.0246,0.0325,0.0171,0.0523,0.042,0.0055,0.0009,0.0329,0.0263,0.0235,0.0162,0.0431,0.0748,0.1027,0.2178,0.4575,0.839,1.3105,1.8331,2.2775,2.3798,2.2441,1.9529,1.3696,0.8734,0.4892,0.2468,0.1246,0.0516,0.0647,0.0259,0.0149,0.0478,0.0444,0.0182,0.0429,0.0256,0.0177,0.0175,0.0092,0.0296,0.0341,0.0315,0.0187,0.0014,0.0282,0.0083,0.0218,0.0357,0.0095,26.91
0.0125,0.0221,0.0607,0.0001,0.0047,0.0216,0.0365,0.0329,0.0182,0.0549,0.0094,0.0311,0.0749,0.0353,0.0089,0.0614,0.0216,0.0292,0.1134,0.2731,0.7076,1.382,2.0,2.2657,2.0228,1.5583,1.0056,0.6497,0.5199,0.4913,0.404,0.3324,0.2759,0.1525,0.103,0.0674,0.0363,0.0333,0.0145,0.0121,0.0382,0.007,0.0225,0.0153,0.0104,0.0394,0.011,0.0036,0.041,0.0231,25.31
0.0318,0.0397,0.0251,0.0236,0.0056,0.0009,0.0446,0.0678,0.0059,0.0324,0.0588,0.0358,0.0005,0.0218,0.0269,0.0064,0.0097,0.0096,0.003,0.0126,0.026,0.0317,0.027,0.0402,0.0993,0.2339,0.5302,0.9983,1.6505,2.3736,2.9853,3.2526,3.0919,2.8093,2.1039,1.5348,1.1062,0.8196,0.6651,0.5571,0.3901,0.2924,0.2472,0.1466,0.0636,0.0618,0.0765,0.0251,0.0323,0.0025,39.07
0.0156,0.0076,0.0191,0.0201,0.0213,0.0001,0.0548,0.0514,0.0064,0.0813,0.0196,0.0063,0.0134,0.0606,0.0308,0.077,0.0627,0.0086,0.0032,0.0272,0.0715,0.065,0.3221,0.9377,2.5486,5.1883,7.9859,9.1827,7.9739,5.5196,2.7749,1.1276,0.3942,0.1648,0.1197,0.0862,0.0968,0.0748,0.0557,0.0488,0.0269,0.0202,0.0334,0.0135,0.0879,0.0608,0.0124,0.0158,0.0956,0.0336,91.89
0.0007,0.0001,0.0522,0.0149,0.0291,0.0431,0.0437,0.0018,0.0665,0.0646,0.0252,0.021,0.0441,0.0032,0.0563,0.1213,0.5116,1.6115,3.7011,6.1796,7.4106,6.6296,5.0053,3.1679,2.1998,1.5837,1.1543,0.7153,0.4067,0.1982,0.0772,0.0563,0.0256,0.0325,0.038,0.0301,0.0216,0.0405,0.013,0.0357,0.0126,0.0261,0.0255,0.0067,0.0424,0.0515,0.0605,0.0107,0.028,0.0203,82.08
0.0196,0.0888,0.0413,0.039,0.0268,0.0036,0.0308,0.0225,0.0186,0.0372,0.034,0.012,0.0091,0.0303,0.0271,0.0229,0.0272,0.082,0.3038,0.9085,2.3381,4.6587,7.0528,8.2078,7.4644,5.7284,3.6751,2.4605,1.9454,1.5285,1.2223,0.8879,0.5428,0.2953,0.1544,0.0755,0.0555,0.0157,0.0241,0.0722,0.047,0.034,0.0462,0.027,0.0064,0.0373,0.0101,0.0005,0.0072,0.0543,89.17
0.0112,0.0342,0.0165,0.0012,0.048,0.0438,0.0334,0.0196,0.0122,0.0466,0.0242,0.0274,0.0318,0.0298,0.0358,0.0159,0.0507,0.0124,0.0237,0.0353,0.0229,0.0577,0.1196,0.221,0.591,1.2618,2.4045,3.8342,4.9911,5.4676,5.0361,3.9032,2.4955,1.3489,0.6255,0.2485,0.1358,0.0495,0.0282,0.048,0.0405,0.0283,0.0213,0.0097,0.0243,0.0382,0.0743,0.0379,0.0227,0.0058,60.58
0.0219,0.0212,0.0253,0.017,0.0475,0.023,0.0087,0.0361,0.0198,0.0663,0.0182,0.0206,0.033,0.0389,0.0125,0.0474,0.0583,0.0715,0.0135,0.0032,0.0233,0.0064,0.024,0.0459,0.0336,0.0705,0.039,0.0126,0.0158,0.1258,0.6045,2.307,6.0569,10.9013,13.5759,11.9357,8.7963,5.8583,4.4415,3.5033,2.3746,1.3237,0.6082,0.2467,0.1567,0.0836,0.0298,0.0623,0.029,0.0364,100.0
0.0264,0.0306,0.0048,0.0124,0.0188,0.0218,0.0016,0.0149,0.0764,0.2693,0.815,2.1417,4.2728,6.4326,7.4094,6.4475,4.4448,2.3327,1.1412,0.701,0.6916,0.8268,0.885,0.7731,0.6526,0.433,0.213,0.1198,0.0455,0.0198,0.0172,0.0519,0.0166,0.0341,0.0171,0.0302,0.0225,0.0105,0.0258,0.0063,0.0239,0.0177,0.0036,0.0044,0.0499,0.0256,0.0183,0.0515,0.0052,0.0047,77.9
0.0469,0.0326,0.002,0.0334,0.0177,0.012,0.0534,0.0089,0.0039,0.0035,0.0404,0.0173,0.0203,0.0039,0.0242,0.0947,0.1482,0.3138,0.6988,1.4034,2.5228,4.0342,5.5998,6.8828,7.5026,7.2686,6.6025,5.2374,3.9636,2.98,2.2862,1.8631,1.5807,1.3023,1.0522,0.8255,0.6402,0.4521,0.3052,0.1952,0.1353,0.1035,0.0505,0.0307,0.0128,0.0546,0.0854,0.0152,0.0169,0.0223,97.59
0.0349,0.0302,0.0106,0.0096,0.0457,0.0228,0.0108,0.0425,0.1129,0.2755,0.7392,1.5694,2.9691,4.6611,6.1514,6.8646,6.4609,5.6483,4.1549,2.9962,2.3222,1.8922,1.616,1.3513,1.031,0.7432,0.4709,0.2693,0.1443,0.0835,0.0431,0.0544,0.0552,0.0563,0.034,0.0148,0.0435,0.006,0.065,0.0133,0.0456,0.0017,0.0804,0.0193,0.038,0.0015,0.037,0.05,0.0416,0.0062,84.43
0.0407,0.0192,0.0358,0.0064,0.018,0.0564,0.0027,0.019,0.0665,0.2122,0.7012,1.8204,3.9519,6.9135,9.722,11.0843,10.3068,8.4402,5.9938,4.0917,3.0265,2.4043,1.9264,1.4068,0.9297,0.5586,0.3027,0.1527,0.1173,0.0525,0.0368,0.0093,0.0413,0.0551,0.0521,0.0017,0.0087,0.0456,0.0244,0.0037,0.006,0.0276,0.0125,0.0252,0.0039,0.0154,0.0131,0.0066,0.0015,0.0272,100.0
0.0366,0.0108,0.0143,0.0235,0.0002,0.0196,0.0304,0.0043,0.021,0.0366,0.0258,0.0164,0.0375,0.0178,0.0408,0.0124,0.0257,0.0794,0.1553,0.3426,0.6029,0.9865,1.4756,1.9999,2.3056,2.4357,2.3456,2.1168,1.6423,1.1785,0.8541,0.5856,0.4069,0.3377,0.2783,0.2422,0.1927,0.1709,0.1354,0.1215,0.0708,0.0855,0.0392,0.0502,0.013,0.0106,0.0067,0.0408,0.0254,0.0436,33.75
0.0822,0.0645,0.0086,0.0057,0.0018,0.0116,0.0,0.004,0.0393,0.017,0.0288,0.0222,0.0157,0.0164,0.0238,0.0047,0.0067,0.0075,0.0728,0.0158,0.0214,0.0007,0.0386,0.0291,0.0101,0.0431,0.0951,0.1383,0.3484,0.8184,1.6121,2.6894,3.651,4.0485,3.7371,3.089,2.1028,1.4608,1.0063,0.8203,0.7171,0.5649,0.4204,0.2734,0.1691,0.1143,0.0495,0.0262,0.0469,0.0258,44.46
0.0055,0.053,0.0204,0.0202,0.0269,0.0531,0.0413,0.0253,0.0142,0.0376,0.0539,0.0379,0.0301,0.0043,0.0651,0.0006,0.0356,0.0432,0.0038,0.0177,0.0514,0.0325,0.1318,0.3929,1.2782,3.2315,6.3573,9.6456,11.27,10.3358,8.2776,5.4523,3.5205,2.4711,1.8159,1.2941,0.8571,0.5207,0.3015,0.1485,0.1004,0.0649,0.0267,0.0606,0.0766,0.0182,0.0319,0.0182,0.0273,0.007,100.0
0.0526,0.0285,0.0404,0.0007,0.0247,0.0028,0.0441,0.0027,0.05,0.1389,0.5585,2.1803,6.1144,11.3928,14.0085,11.3637,6.5939,2.6375,1.1445,1.2244,1.9719,2.7968,3.1332,2.7342,1.8539,0.9795,0.4417,0.175,0.0385,0.027,0.012,0.0168,0.0512,0.0484,0.0691,0.038,0.0238,0.0203,0.0075,0.0003,0.0396,0.0122,0.0159,0.0051,0.0238,0.0091,0.0014,0.0223,0.0034,0.0324,100.0
0.0027,0.0721,0.0069,0.0353,0.015,0.0191,0.0128,0.0166,0.0189,0.0154,0.0943,0.2396,0.8239,2.2207,5.0109,8.9169,12.6608,14.2541,12.8526,10.1534,6.4464,4.0602,3.0551,2.8579,2.8019,2.5379,2.0474,1.5007,0.9466,0.5319,0.2872,0.1675,0.0663,0.0613,0.0399,0.0337,0.023,0.0435,0.0333,0.03,0.0111,0.009,0.0035,0.0041,0.0084,0.0172,0.0146,0.0482,0.0048,0.0458,100.0
0.023,0.0183,0.0035,0.0633,0.0292,0.0213,0.0345,0.0446,0.0367,0.0266,0.0444,0.0448,0.0051,0.0109,0.0261,0.0759,0.0814,0.1412,0.5773,1.7081,4.137,7.8304,11.4245,13.2087,12.1296,9.8408,6.5091,4.1965,2.7612,1.8216,1.0844,0.6007,0.3331,0.1654,0.0806,0.057,0.0381,0.0421,0.0431,0.0234,0.0116,0.0448,0.0361,0.0506,0.0252,0.0401,0.0228,0.0023,0.0516,0.0349,100.0
0.0493,0.0316,0.0579,0.01,0.0068,0.0478,0.0763,0.2046,0.4958,1.0884,1.9672,3.2133,4.5915,5.7218,6.2101,5.9152,5.3119,4.0303,2.8756,2.0278,1.4762,1.1076,0.8851,0.6955,0.5242,0.4002,0.2723,0.1842,0.1091,0.06,0.0588,0.0489,0.0292,0.0538,0.0215,0.0169,0.0332,0.0051,0.041,0.0666,0.031,0.003,0.0211,0.0005,0.0551,0.0197,0.0286,0.0203,0.0538,0.0337,77.37
0.0244,0.0568,0.0218,0.0282,0.0672,0.023,0.0427,0.0591,0.0398,0.0302,0.0215,0.0297,0.0092,0.0054,0.0062,0.0121,0.0186,0.0655,0.2563,0.7039,1.4851,2.3851,2.7429,2.4116,1.7595,1.0627,0.6656,0.4691,0.4521,0.2964,0.2276,0.1382,0.0673,0.0468,0.0415,0.038,0.0372,0.013,0.0124,0.028,0.0066,0.0295,0.0168,0.0403,0.0109,0.0081,0.0338,0.0045,0.0289,0.0168,30.48
0.01,0.0306,0.0107,0.0519,0.0064,0.0136,0.0482,0.0266,0.0369,0.0236,0.0502,0.0063,0.0159,0.0152,0.0468,0.021,0.0167,0.0638,0.2224,0.775,1.7248,3.3196,4.9333,5.7511,5.3474,4.353,3.043,2.1195,1.4774,1.0044,0.6106,0.3295,0.1605,0.0683,0.0461,0.0404,0.0814,0.0266,0.0088,0.0211,0.0462,0.0626,0.0027,0.0503,0.0048,0.0113,0.0011,0.0656,0.0227,0.0281,63.99
0.01,0.0317,0.0228,0.0245,0.0453,0.0023,0.0025,0.0001,0.0233,0.0217,0.0507,0.09,0.3058,0.8502,1.8188,3.2147,4.574,5.1399,4.5727,3.4434,1.9846,0.9162,0.3702,0.1505,0.081,0.0658,0.0491,0.0808,0.0326,0.0254,0.0348,0.0342,0.0286,0.0273,0.025,0.0121,0.033,0.0243,0.0377,0.0087,0.0063,0.0033,0.0121,0.0127,0.0047,0.0301,0.0303,0.0108,0.012,0.0302,54.71
0.01,0.0068,0.0398,0.0621,0.0728,0.0234,0.0368,0.0028,0.0481,0.0101,0.003,0.075,0.0264,0.0006,0.006,0.0365,0.022,0.0173,0.0448,0.0176,0.086,0.1621,0.4095,0.9727,1.8171,3.0936,4.433,5.5746,6.0048,5.6061,4.9194,3.5705,2.4711,1.799,1.5059,1.409,1.3472,1.22,1.0387,0.7548,0.5171,0.3047,0.1945,0.0783,0.0382,0.037,0.0379,0.0638,0.0067,0.0115,75.12
0.0008,0.0264,0.0138,0.0084,0.0024,0.0366,0.0046,0.0019,0.0491,0.0089,0.006,0.0276,0.0251,0.0413,0.0529,0.0009,0.0162,0.0488,0.024,0.003,0.0449,0.0467,0.0314,0.0653,0.1584,0.3109,0.6551,1.1212,1.7956,2.5533,3.3458,3.8999,4.1929,4.024,3.7719,3.0164,2.2533,1.6332,1.1838,0.8268,0.6515,0.5276,0.4132,0.3217,0.2485,0.1758,0.1435,0.0915,0.0608,0.0858,57.08
0.0206,0.0107,0.0575,0.0003,0.003,0.0045,0.0904,0.0189,0.0246,0.0157,0.0204,0.0242,0.0049,0.0263,0.0588,0.0045,0.0084,0.0315,0.0419,0.0265,0.0136,0.0203,0.004,0.0287,0.0164,0.0217,0.0189,0.0431,0.1689,0.4723,1.0209,1.8217,2.6469,2.9652,2.6788,2.0784,1.3287,0.8876,0.6445,0.5705,0.5008,0.3993,0.3591,0.2853,0.101,0.0502,0.0673,0.0527,0.0065,0.0119,34.75
